"ABS","Àmbit","Indicador","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"El Morell","Demogràfic","Població assignada de 0-14 anys (n)",1122,1002,2124,563490,531360,1094850
"El Morell","Demogràfic","Població assignada de 15-54 anys (n)",3301,3030,6331,2090135,2009939,4100074
"El Morell","Demogràfic","Població assignada de 55-64 anys (n)",677,615,1292,485653,501618,987271
"El Morell","Demogràfic","Població assignada de 65 anys o més (n)",717,888,1605,631736,839322,1471058
"El Morell","Demogràfic","Població assignada total (n)",5817,5535,11352,3771014,3882239,7653253
"El Prat de Llobregat 01 - Ramona Via","Demogràfic","Població assignada de 0-14 anys (n)",1649,1594,3243,563490,531360,1094850
"El Prat de Llobregat 01 - Ramona Via","Demogràfic","Població assignada de 15-54 anys (n)",5985,5762,11747,2090135,2009939,4100074
"El Prat de Llobregat 01 - Ramona Via","Demogràfic","Població assignada de 55-64 anys (n)",1437,1490,2927,485653,501618,987271
"El Prat de Llobregat 01 - Ramona Via","Demogràfic","Població assignada de 65 anys o més (n)",1918,2554,4472,631736,839322,1471058
"El Prat de Llobregat 01 - Ramona Via","Demogràfic","Població assignada total (n)",10989,11400,22389,3771014,3882239,7653253
"El Prat de Llobregat 02 - Sant Cosme I","Demogràfic","Població assignada de 0-14 anys (n)",2216,2165,4381,563490,531360,1094850
"El Prat de Llobregat 02 - Sant Cosme I","Demogràfic","Població assignada de 15-54 anys (n)",8383,8167,16550,2090135,2009939,4100074
"El Prat de Llobregat 02 - Sant Cosme I","Demogràfic","Població assignada de 55-64 anys (n)",1879,2179,4058,485653,501618,987271
"El Prat de Llobregat 02 - Sant Cosme I","Demogràfic","Població assignada de 65 anys o més (n)",2910,3761,6671,631736,839322,1471058
"El Prat de Llobregat 02 - Sant Cosme I","Demogràfic","Població assignada total (n)",15388,16272,31660,3771014,3882239,7653253
"El Prat de Llobregat 03 - Dr. Pujol Capçada","Demogràfic","Població assignada de 0-14 anys (n)",891,866,1757,563490,531360,1094850
"El Prat de Llobregat 03 - Dr. Pujol Capçada","Demogràfic","Població assignada de 15-54 anys (n)",2781,2532,5313,2090135,2009939,4100074
"El Prat de Llobregat 03 - Dr. Pujol Capçada","Demogràfic","Població assignada de 55-64 anys (n)",639,681,1320,485653,501618,987271
"El Prat de Llobregat 03 - Dr. Pujol Capçada","Demogràfic","Població assignada de 65 anys o més (n)",690,1037,1727,631736,839322,1471058
"El Prat de Llobregat 03 - Dr. Pujol Capçada","Demogràfic","Població assignada total (n)",5001,5116,10117,3771014,3882239,7653253
"El Vendrell","Demogràfic","Població assignada de 0-14 anys (n)",3791,3541,7332,563490,531360,1094850
"El Vendrell","Demogràfic","Població assignada de 15-54 anys (n)",12520,12078,24598,2090135,2009939,4100074
"El Vendrell","Demogràfic","Població assignada de 55-64 anys (n)",3009,2907,5916,485653,501618,987271
"El Vendrell","Demogràfic","Població assignada de 65 anys o més (n)",4139,4969,9108,631736,839322,1471058
"El Vendrell","Demogràfic","Població assignada total (n)",23459,23495,46954,3771014,3882239,7653253
"Esparreguera","Demogràfic","Població assignada de 0-14 anys (n)",2135,1942,4077,563490,531360,1094850
"Esparreguera","Demogràfic","Població assignada de 15-54 anys (n)",7797,7112,14909,2090135,2009939,4100074
"Esparreguera","Demogràfic","Població assignada de 55-64 anys (n)",1765,1704,3469,485653,501618,987271
"Esparreguera","Demogràfic","Població assignada de 65 anys o més (n)",2123,2514,4637,631736,839322,1471058
"Esparreguera","Demogràfic","Població assignada total (n)",13820,13272,27092,3771014,3882239,7653253
"Esplugues de Llobregat 01 - Can Vidalet","Demogràfic","Població assignada de 0-14 anys (n)",1224,1178,2402,563490,531360,1094850
"Esplugues de Llobregat 01 - Can Vidalet","Demogràfic","Població assignada de 15-54 anys (n)",4540,4586,9126,2090135,2009939,4100074
"Esplugues de Llobregat 01 - Can Vidalet","Demogràfic","Població assignada de 55-64 anys (n)",980,1160,2140,485653,501618,987271
"Esplugues de Llobregat 01 - Can Vidalet","Demogràfic","Població assignada de 65 anys o més (n)",1777,2330,4107,631736,839322,1471058
"Esplugues de Llobregat 01 - Can Vidalet","Demogràfic","Població assignada total (n)",8521,9254,17775,3771014,3882239,7653253
"Esplugues de Llobregat 02 - Lluís Millet","Demogràfic","Població assignada de 0-14 anys (n)",2184,2041,4225,563490,531360,1094850
"Esplugues de Llobregat 02 - Lluís Millet","Demogràfic","Població assignada de 15-54 anys (n)",7361,7636,14997,2090135,2009939,4100074
"Esplugues de Llobregat 02 - Lluís Millet","Demogràfic","Població assignada de 55-64 anys (n)",1791,2116,3907,485653,501618,987271
"Esplugues de Llobregat 02 - Lluís Millet","Demogràfic","Població assignada de 65 anys o més (n)",2951,4037,6988,631736,839322,1471058
"Esplugues de Llobregat 02 - Lluís Millet","Demogràfic","Població assignada total (n)",14287,15830,30117,3771014,3882239,7653253
"Falset","Demogràfic","Població assignada de 0-14 anys (n)",423,401,824,563490,531360,1094850
"Falset","Demogràfic","Població assignada de 15-54 anys (n)",1653,1375,3028,2090135,2009939,4100074
"Falset","Demogràfic","Població assignada de 55-64 anys (n)",486,459,945,485653,501618,987271
"Falset","Demogràfic","Població assignada de 65 anys o més (n)",801,984,1785,631736,839322,1471058
"Falset","Demogràfic","Població assignada total (n)",3363,3219,6582,3771014,3882239,7653253
"Figueres","Demogràfic","Població assignada de 0-14 anys (n)",4092,3862,7954,563490,531360,1094850
"Figueres","Demogràfic","Població assignada de 15-54 anys (n)",13676,13150,26826,2090135,2009939,4100074
"Figueres","Demogràfic","Població assignada de 55-64 anys (n)",2874,2898,5772,485653,501618,987271
"Figueres","Demogràfic","Població assignada de 65 anys o més (n)",3299,4479,7778,631736,839322,1471058
"Figueres","Demogràfic","Població assignada total (n)",23941,24389,48330,3771014,3882239,7653253
"Flix","Demogràfic","Població assignada de 0-14 anys (n)",407,369,776,563490,531360,1094850
"Flix","Demogràfic","Població assignada de 15-54 anys (n)",1665,1405,3070,2090135,2009939,4100074
"Flix","Demogràfic","Població assignada de 55-64 anys (n)",598,559,1157,485653,501618,987271
"Flix","Demogràfic","Població assignada de 65 anys o més (n)",1010,1157,2167,631736,839322,1471058
"Flix","Demogràfic","Població assignada total (n)",3680,3490,7170,3771014,3882239,7653253
"Gavà 01","Demogràfic","Població assignada de 0-14 anys (n)",1671,1538,3209,563490,531360,1094850
"Gavà 01","Demogràfic","Població assignada de 15-54 anys (n)",6046,5886,11932,2090135,2009939,4100074
"Gavà 01","Demogràfic","Població assignada de 55-64 anys (n)",1440,1552,2992,485653,501618,987271
"Gavà 01","Demogràfic","Població assignada de 65 anys o més (n)",1783,2378,4161,631736,839322,1471058
"Gavà 01","Demogràfic","Població assignada total (n)",10940,11354,22294,3771014,3882239,7653253
"Gavà 02","Demogràfic","Població assignada de 0-14 anys (n)",2051,1932,3983,563490,531360,1094850
"Gavà 02","Demogràfic","Població assignada de 15-54 anys (n)",6888,7064,13952,2090135,2009939,4100074
"Gavà 02","Demogràfic","Població assignada de 55-64 anys (n)",1709,1764,3473,485653,501618,987271
"Gavà 02","Demogràfic","Població assignada de 65 anys o més (n)",2049,2584,4633,631736,839322,1471058
"Gavà 02","Demogràfic","Població assignada total (n)",12697,13344,26041,3771014,3882239,7653253
"Girona 01 - Santa Clara","Demogràfic","Població assignada de 0-14 anys (n)",1592,1509,3101,563490,531360,1094850
"Girona 01 - Santa Clara","Demogràfic","Població assignada de 15-54 anys (n)",6901,7496,14397,2090135,2009939,4100074
"Girona 01 - Santa Clara","Demogràfic","Població assignada de 55-64 anys (n)",1458,1632,3090,485653,501618,987271
"Girona 01 - Santa Clara","Demogràfic","Població assignada de 65 anys o més (n)",1780,2465,4245,631736,839322,1471058
"Girona 01 - Santa Clara","Demogràfic","Població assignada total (n)",11731,13102,24833,3771014,3882239,7653253
"Girona 02 - Can Gibert del Pla","Demogràfic","Població assignada de 0-14 anys (n)",2643,2445,5088,563490,531360,1094850
"Girona 02 - Can Gibert del Pla","Demogràfic","Població assignada de 15-54 anys (n)",9113,8931,18044,2090135,2009939,4100074
"Girona 02 - Can Gibert del Pla","Demogràfic","Població assignada de 55-64 anys (n)",1582,1752,3334,485653,501618,987271
"Girona 02 - Can Gibert del Pla","Demogràfic","Població assignada de 65 anys o més (n)",1861,2626,4487,631736,839322,1471058
"Girona 02 - Can Gibert del Pla","Demogràfic","Població assignada total (n)",15199,15754,30953,3771014,3882239,7653253
"Girona 03 - Montilivi","Demogràfic","Població assignada de 0-14 anys (n)",3081,2820,5901,563490,531360,1094850
"Girona 03 - Montilivi","Demogràfic","Població assignada de 15-54 anys (n)",9654,10116,19770,2090135,2009939,4100074
"Girona 03 - Montilivi","Demogràfic","Població assignada de 55-64 anys (n)",2042,2256,4298,485653,501618,987271
"Girona 03 - Montilivi","Demogràfic","Població assignada de 65 anys o més (n)",2503,3465,5968,631736,839322,1471058
"Girona 03 - Montilivi","Demogràfic","Població assignada total (n)",17280,18657,35937,3771014,3882239,7653253
"Girona 04 - Taialà","Demogràfic","Població assignada de 0-14 anys (n)",1231,1222,2453,563490,531360,1094850
"Girona 04 - Taialà","Demogràfic","Població assignada de 15-54 anys (n)",4343,4173,8516,2090135,2009939,4100074
"Girona 04 - Taialà","Demogràfic","Població assignada de 55-64 anys (n)",964,1025,1989,485653,501618,987271
"Girona 04 - Taialà","Demogràfic","Població assignada de 65 anys o més (n)",1210,1495,2705,631736,839322,1471058
"Girona 04 - Taialà","Demogràfic","Població assignada total (n)",7748,7915,15663,3771014,3882239,7653253
"Granollers 01 - Oest - Canovelles","Demogràfic","Població assignada de 0-14 anys (n)",1928,1801,3729,563490,531360,1094850
"Granollers 01 - Oest - Canovelles","Demogràfic","Població assignada de 15-54 anys (n)",6701,5517,12218,2090135,2009939,4100074
"Granollers 01 - Oest - Canovelles","Demogràfic","Població assignada de 55-64 anys (n)",1374,1311,2685,485653,501618,987271
"Granollers 01 - Oest - Canovelles","Demogràfic","Població assignada de 65 anys o més (n)",1647,2029,3676,631736,839322,1471058
"Granollers 01 - Oest - Canovelles","Demogràfic","Població assignada total (n)",11650,10658,22308,3771014,3882239,7653253
"Granollers 02 - Nord - Les Franqueses","Demogràfic","Població assignada de 0-14 anys (n)",2645,2482,5127,563490,531360,1094850
"Granollers 02 - Nord - Les Franqueses","Demogràfic","Població assignada de 15-54 anys (n)",8660,7966,16626,2090135,2009939,4100074
"Granollers 02 - Nord - Les Franqueses","Demogràfic","Població assignada de 55-64 anys (n)",1805,1815,3620,485653,501618,987271
"Granollers 02 - Nord - Les Franqueses","Demogràfic","Població assignada de 65 anys o més (n)",2059,2593,4652,631736,839322,1471058
"Granollers 02 - Nord - Les Franqueses","Demogràfic","Població assignada total (n)",15169,14856,30025,3771014,3882239,7653253
"Granollers 03 - Centre - Est","Demogràfic","Població assignada de 0-14 anys (n)",1929,1770,3699,563490,531360,1094850
"Granollers 03 - Centre - Est","Demogràfic","Població assignada de 15-54 anys (n)",7911,7800,15711,2090135,2009939,4100074
"Granollers 03 - Centre - Est","Demogràfic","Població assignada de 55-64 anys (n)",1886,2199,4085,485653,501618,987271
"Granollers 03 - Centre - Est","Demogràfic","Població assignada de 65 anys o més (n)",2545,3498,6043,631736,839322,1471058
"Granollers 03 - Centre - Est","Demogràfic","Població assignada total (n)",14271,15267,29538,3771014,3882239,7653253
"Granollers 04 - Sud - Sant Miquel","Demogràfic","Població assignada de 0-14 anys (n)",1230,1187,2417,563490,531360,1094850
"Granollers 04 - Sud - Sant Miquel","Demogràfic","Població assignada de 15-54 anys (n)",4936,4457,9393,2090135,2009939,4100074
"Granollers 04 - Sud - Sant Miquel","Demogràfic","Població assignada de 55-64 anys (n)",1122,1196,2318,485653,501618,987271
"Granollers 04 - Sud - Sant Miquel","Demogràfic","Població assignada de 65 anys o més (n)",1338,1613,2951,631736,839322,1471058
"Granollers 04 - Sud - Sant Miquel","Demogràfic","Població assignada total (n)",8626,8453,17079,3771014,3882239,7653253
"Igualada 01","Demogràfic","Població assignada de 0-14 anys (n)",1697,1652,3349,563490,531360,1094850
"Igualada 01","Demogràfic","Població assignada de 15-54 anys (n)",6143,5669,11812,2090135,2009939,4100074
"Igualada 01","Demogràfic","Població assignada de 55-64 anys (n)",1385,1380,2765,485653,501618,987271
"Igualada 01","Demogràfic","Població assignada de 65 anys o més (n)",1867,2563,4430,631736,839322,1471058
"Igualada 01","Demogràfic","Població assignada total (n)",11092,11264,22356,3771014,3882239,7653253
"Igualada 02","Demogràfic","Població assignada de 0-14 anys (n)",1713,1556,3269,563490,531360,1094850
"Igualada 02","Demogràfic","Població assignada de 15-54 anys (n)",5319,5120,10439,2090135,2009939,4100074
"Igualada 02","Demogràfic","Població assignada de 55-64 anys (n)",1276,1394,2670,485653,501618,987271
"Igualada 02","Demogràfic","Població assignada de 65 anys o més (n)",1729,2294,4023,631736,839322,1471058
"Igualada 02","Demogràfic","Població assignada total (n)",10037,10364,20401,3771014,3882239,7653253
"La Bisbal d'Empordà","Demogràfic","Població assignada de 0-14 anys (n)",1417,1274,2691,563490,531360,1094850
"La Bisbal d'Empordà","Demogràfic","Població assignada de 15-54 anys (n)",4356,4047,8403,2090135,2009939,4100074
"La Bisbal d'Empordà","Demogràfic","Població assignada de 55-64 anys (n)",1136,1113,2249,485653,501618,987271
"La Bisbal d'Empordà","Demogràfic","Població assignada de 65 anys o més (n)",1445,1730,3175,631736,839322,1471058
"La Bisbal d'Empordà","Demogràfic","Població assignada total (n)",8354,8164,16518,3771014,3882239,7653253
"La Garriga","Demogràfic","Població assignada de 0-14 anys (n)",2250,2086,4336,563490,531360,1094850
"La Garriga","Demogràfic","Població assignada de 15-54 anys (n)",7647,7613,15260,2090135,2009939,4100074
"La Garriga","Demogràfic","Població assignada de 55-64 anys (n)",2036,2021,4057,485653,501618,987271
"La Garriga","Demogràfic","Població assignada de 65 anys o més (n)",2321,3013,5334,631736,839322,1471058
"La Garriga","Demogràfic","Població assignada total (n)",14254,14733,28987,3771014,3882239,7653253
"La Granadella","Demogràfic","Població assignada de 0-14 anys (n)",121,117,238,563490,531360,1094850
"La Granadella","Demogràfic","Població assignada de 15-54 anys (n)",596,407,1003,2090135,2009939,4100074
"La Granadella","Demogràfic","Població assignada de 55-64 anys (n)",226,178,404,485653,501618,987271
"La Granadella","Demogràfic","Població assignada de 65 anys o més (n)",368,391,759,631736,839322,1471058
"La Granadella","Demogràfic","Població assignada total (n)",1311,1093,2404,3771014,3882239,7653253
"La Jonquera","Demogràfic","Població assignada de 0-14 anys (n)",502,472,974,563490,531360,1094850
"La Jonquera","Demogràfic","Població assignada de 15-54 anys (n)",1900,1819,3719,2090135,2009939,4100074
"La Jonquera","Demogràfic","Població assignada de 55-64 anys (n)",485,473,958,485653,501618,987271
"La Jonquera","Demogràfic","Població assignada de 65 anys o més (n)",661,748,1409,631736,839322,1471058
"La Jonquera","Demogràfic","Població assignada total (n)",3548,3512,7060,3771014,3882239,7653253
"La Llagosta","Demogràfic","Població assignada de 0-14 anys (n)",1048,1042,2090,563490,531360,1094850
"La Llagosta","Demogràfic","Població assignada de 15-54 anys (n)",3853,3628,7481,2090135,2009939,4100074
"La Llagosta","Demogràfic","Població assignada de 55-64 anys (n)",841,850,1691,485653,501618,987271
